company_id,name,link,bse,nse,industry,sector,about
507685,Wipro Ltd,wipro.com,507685,WIPRO,Computers - Software - Large,IT - Software,"Wipro is a global information technology (IT), consulting and business process services (BPS) company."
532725,Solar Industries India Ltd,solargroup.com,532725,SOLARINDS,Chemicals,Chemicals,"Solar Industries India is primarily involved in manufacturing of complete range of industrial explosives and explosive initiated devices. It manufactures various types of packaged emulsion explosives, bulk explosives and explosive initiating systems."
539518,Uday Jewellery Industries Ltd,udayjewellery.com,539518,,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery",Uday Jewellery Industries is engaged in Business of Jewellery Manufacturing Services.
530897,N G Industries Ltd,ngind.com,530897,,Healthcare,Healthcare,"NG Industries Ltd is engaged in medical services through its divisions popularly known as N G Medicare & Calcutta Hope Infertility Clinic, N G Nursing Home and N G Pharmacy."
590078,Maithan Alloys Ltd,maithanalloys.com,590078,MAITHANALL,Mining / Minerals / Metals,Mining & Mineral products,"Maithan Alloys is engaged in the business of manufacturing and exporting of all three bulk Ferro alloys- Ferro Manganese, Silico Manganese and Ferro Silicon. It is also engaged in the generation and supply of Wind Power and has a Captive Power Plant.(Source : 201903 Annual Report Page No: 88)"
500163,Godfrey Phillips India Ltd,godfreyphillips.com,500163,GODFRYPHLP,Cigarettes,Tobacco Products,"Godfrey Phillips India is engaged in manufacturing of cigarettes, tobacco products and chewing products and in trading of tobacco products, and other retail products."
532942,KNR Constructions Ltd,knrcl.com,532942,KNRCON,Construction,Construction,"KNR Constructions is engaged in the Business of Construction, Engineering and Infrastructure Development activities."
533146,D-Link India Ltd,dlink.co.in,533146,DLINKINDIA,Computers - Hardware,IT - Hardware,D-Link (India) is primarily engaged in the business of marketing and distribution of Networking products.
532732,Kewal Kiran Clothing Ltd,kewalkiran.com,532732,KKCL,Textiles - Products,Readymade Garments/ Apparells,"Kewal Kiran Clothing is engaged in the Business of Manufacturing of wearing apparels, except fur apparels."
514260,Surbhi Industries Ltd,surbhi.com,514260,,Textiles - Processing,Textiles,Surbhi Industries is engaged in Business of Preparation and spinning of textile fibre including weaving of textile.
502893,United Interactive Ltd,unitedinteractive.in,502893,,Computers - Software - Medium / Small,IT - Software,United Interactive is engaged in the business of IT & IT Enabled Services .
NSE : CDSL,Central Depository Services (India) Ltd,Company website,NSE : CDSL,,Miscellaneous,Miscellaneous,"Central Depository Services (India) Limited operates as a securities depository in India. The Company offers service for a range of clients, such as depositary participants and other capital market intermediaries, corporates, capital market intermediaries, insurance companies and others."
520073,RACL Geartech Ltd,raclgeartech.com,520073,,Auto Ancillaries,Auto Ancillaries,"RACL Geartech Limited, formerly Raunaq Automotive Components Limited, is an India-based company, which is engaged in automotive gears and components business."
500472,SKF India Ltd,skfindia.com,500472,SKFINDIA,Bearings,Bearings,SKF India is engaged in the business of Bearings and its component.
NSE - SM : MAHICKRA,Mahickra Chemicals Ltd,Company website,NSE - SM : MAHICKRA,,Dyes And Pigments,Chemicals,Chemicals >> Dyes And Pigments
NSE : DPABHUSHAN,D. P. Abhushan Ltd,Company website,NSE : DPABHUSHAN,,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery","Diamond, Gems and Jewellery >> Diamond Cutting / Jewellery"
500144,Finolex Cables Ltd,finolex.com,500144,FINCABLES,Cables - Power,Cables,"Finolex Cables is principally engaged in the manufacturing of Electricals Cables, Communication Cables & other electrical appliances."
539216,Garment Mantra Lifestyle Ltd,junctionfabrics.in,539216,,Textiles - Products,Textiles,"Junction Fabrics & Apparels is engaged in the business of manufacturing, selling and distribution of fabrics, hosiery garments and providing of related services.(Source : 201903 Annual Report Page No: 65)"
NSE : JASH,Jash Engineering Ltd,jashindia.com/,NSE : JASH,,Engineering,Capital Goods-Non Electrical Equipment,"Jash Engineering is engaged in the business of manufacturing and trading of varied engineering Products for general Engineering industry, Water and waste water industry and bulk solids handing Industry."
524494,Ipca Laboratories Ltd,ipca.com,524494,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,Ipca Laboratories is engaged in the manufacturing and marketing of pharmaceuticals.(Source : 201903 Annual Report Page No: 68)
532889,K P R Mill Ltd,kprmilllimited.com,532889,KPRMILL,Textiles - Products,Readymade Garments/ Apparells,"K.P.R. Mill is engaged in one of the largest vertically integrated apparel manufacturing Companies in India. The Company produces Yarn, Knitted Fabric, Readymade Garments and Wind power.(Source : 201903 Annual Report Page No: 59)"
532374,Sterlite Technologies Ltd,sterlitetechnologies.com,532374,STLTECH,Cables - Telephone,Cables,Sterlite Technologies is primarily engaged in the business of Connectivity and Network solutions.
533151,D B Corp Ltd,bhaskarnet.com; www.dainikbhaskargroup.com,533151,DBCORP,Entertainment / Electronic Media Software,Media - Print/Television/Radio,"D. B. Corp is Indias largest Newspaper Group, and a leading and diversified media player. We enjoy a dominant position across major markets, states and languages.(Source : 201903 Annual Report Page No: 04)"
523606,Sika Interplant Systems Ltd,sikaglobal.com,523606,,Engineering,Capital Goods-Non Electrical Equipment,Sika Interplant Systems is engaged in Business of Engineering Products for Aerospace & Defence.
539301,Arvind SmartSpaces Ltd,arvindsmartspaces.com,539301,ARVSMART,Construction,Realty,"Arvind SmartSpaces is engaged in the development of real estate comprising of residential, commercial and industrial projects.(Source : 201903 Annual Report Page No: 69)"
NSE : UNIVASTU,Univastu India Ltd,Company website,NSE : UNIVASTU,,Construction,Construction,"Univastu India is an ISO 9001:2015 certified construction company and we provide integrated engineering, procurement and construction services (EPC) for civil & Structural construction and infrastructure sector projects."
500245,Kirloskar Ferrous Industries Ltd,kfil.com,500245,KIRLFER,Steel - Pig Iron,Steel,Kirloskar Ferrous Industries is engaged in the Business of Iron Castings.
504058,Indo National Ltd,nippobatteries.com,504058,NIPPOBATRY,Dry Cells,Dry cells,"Indo National is engaged in the business of manufacture and marketing of batteries, torches, LED products, emergency power backup products, mosquito bats and other electrical goods."
500495,Escorts Ltd,escortsgroup.com,500495,ESCORTS,Automobiles - Tractors,Automobile,"Escorts is engaged in the business of manufacturing of agricultural tractors, engines for agricultural tractors, construction, earth moving and material handling equipment, round and flat tubes, heating elements, double acting hydraulic shock absorbers for railways coaches, centre buffer couplers, automobile shock absorbers, telescopic front fork & Mcpherson struts, brake block, internal combustion engines and all types of brake used by railways."
500410,ACC Ltd,acclimited.com,500410,ACC,Cement - North India,Cement,ACC Limited is engaged in manufacturing of cement and ready mixed concrete. The Company's segments include Cement and Ready Mix Concrete.
519457,Virat Crane Industries Ltd,cranegroup.in,519457,,Food - Processing - Indian,FMCG,Virat Crane Industries is engaged in the business of manufacturing of ghee.(Source : 201803 Annual Report Page No:16)
NSE : WORTH,Worth Peripherals Ltd,Company website,NSE : WORTH,,Paper,Paper,Paper >> Paper
523385,Nilkamal Ltd,nilkamal.com,523385,NILKAMAL,Plastics Products,Plastic products,"Nilkamal has eternally been a part of Indian homes interiors knowingly or unknowingly taking space in the form of may be a simple plastic chair in your living room or an entire furniture set in your bedrooms, making it Indias favourite furniture brand. (Source : Company Web-Site)"
NSE - SM : MPTODAY,Madhya Pradesh Today Media Ltd,Company website,NSE - SM : MPTODAY,,Entertainment / Electronic Media Software,Entertainment,Entertainment >> Entertainment / Electronic Media Software
NSE : SIRCA,Sirca Paints India Ltd,Company website,NSE : SIRCA,,Trading,Trading,Sirca Paints India is engaged in the business of all sole distribution
539018,Beekay Steel Industries Ltd,beekaysteel.com,539018,,Steel - Medium / Small,Steel,"Beekay Steel Industries is principally engaged in the business of manufacturing of Hot Rolled Steel Sections, Bright Bars, Structural Items and TMT Bars."
517522,Rajratan Global Wire Ltd,rgwl.co.in; www.rajratan.co.in,517522,RAJRATAN,Steel - Medium / Small,Steel,Rajratan Global Wire is engaged in the Business of Manufacture of Steel Wires.
530919,Magal Automotive Ltd,remsons.com,530919,REMSONSIND,Auto Ancillaries,Auto Ancillaries,Remsons Industries Limited is engaged in the manufacturing and designing of auto control cables and gear shifters.
532443,Cera Sanitaryware Ltd,cera-india.com,532443,CERA,Ceramics - Tiles / Sanitaryware,Ceramic Products,"Cera Sanitaryware is engaged in the business of manufacturing, selling and trading of building products and is having nonconventional wind & solar power for captive use in the State of Gujarat."
522295,Control Print Ltd,controlprint.com,522295,CONTROLPR,Packaging,Packaging,Control Print is engaged in manufacturing and supplying of Coding & Marking Machines and its related consumables. It has country wide service network to cater its customers.
533608,RDB Rasayans Ltd,rdbgroup.in,533608,,Textiles - Manmade,Textiles,RDB Rasayans Limited is a manufacturer and exporter of bulk packaging in Eastern India. The Company is primarily engaged and focused on the business of manufacturing of polymer-based woven sack.
526947,La Opala RG Ltd,laopala.in,526947,LAOPALA,Glass & Glass Products,Glass & Glass Products,La Opala RG is engaged in the Business of Manufacture of Table or Kitchen Glassware.
NSE : ICEMAKE,ICE Make Refrigeration Ltd,Company website,NSE : ICEMAKE,,Engineering,Engineering,"ICE Make Refrigeration is engaged in the business of manufacturing of Cold Rooms, Freezer, Refrigeration System and Chilling Plant etc."
532663,Sasken Technologies Ltd,sasken.com,532663,SASKEN,Computers - Software - Medium / Small,IT - Software,"Sasken Technologies is a specialist in Product Engineering and Digital Transformation providing concept-to-market, chip-to-cognition R&D services to global leaders in Semiconductor, Automotive, Industrials, Smart Devices & Wearables, Enterprise Grade Devices, SatCom, and Transportation industries.(Source : 201903 Annual Report Page No: 74)"
531254,Optimus Finance Ltd,optimusfinance.in,531254,,Finance & Investments,Finance,Optimus Finance Ltd is engaged in investment and trading in marketable securities and mutual funds.
500067,Blue Star Ltd,bluestarindia.com,500067,BLUESTARCO,Air-conditioners,Consumer Durables,"Blue Star is primarily engaged in the business of manufacturing and installation of air conditioning units, commercial refrigeration units, water and air purifiers and air coolers."
532468,Kama Holdings Ltd,kamaholdings.com,532468,,Finance & Investments,Finance,"KAMA Holdings Limited engages in the technical textiles, chemicals and polymers, and packaging film businesses in India and internationally."
513375,Carborundum Universal Ltd,cumi.murugappa.com,513375,CARBORUNIV,Abrasives And Grinding Wheels,Capital Goods-Non Electrical Equipment,"Carborundum Universal is a manufactures and sells mainly Abrasives, Ceramics (Industrial Ceramics, Refractories) and Electrominerals."
532927,eClerx Services Ltd,eclerx.com,532927,ECLERX,Computers - Software - Medium / Small,IT - Software,"eClerx Services is engaged in the business in worlds leading companies across financial services, cable and telecommunications, retail, fashion, media & entertainment, manufacturing, travel and leisure, software and hightech."
505790,Schaeffler India Ltd,schaeffler.co.in,505790,SCHAEFFLER,Bearings,Bearings,"Schaeffler India is engaged in the development, manufacturing and distribution of high-precision roller and ball bearings, engine systems and transmission components, chassis applications and related machine building manufacturing activities."
500233,Kajaria Ceramics Ltd,kajariaceramics.com,500233,KAJARIACER,Ceramics - Tiles / Sanitaryware,Ceramic Products,"Kajaria Ceramics is Manufacturing & trading of Ceramic Wall and Floor Tiles, Polished and Glazed Vitrified Tiles."
533022,20 Microns Ltd,20microns.com,533022,20MICRONS,Mining / Minerals / Metals,Mining & Mineral products,20 Microns is engaged in Business of Industrial Micronised Minerals and Speciality Chemicals.(Source : 201903 Annual Report Page No: 75)
532430,BF Utilities Ltd,bfutilities.com,532430,BFUTILITIE,Power Generation And Supply,Power Generation & Distribution,BF Utilities is an India-based holding company. The Company is engaged in the business of wind power generation. The Company operates through two segments: Wind energy and Infrastructure.
524804,Aurobindo Pharma Ltd,aurobindo.com,524804,AUROPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,Aurobindo Pharma is engaged in the Business of Manufacturing generic pharmaceuticals and Active Pharmaceutical Ingredients.
534091,Multi Commodity Exchange of India Ltd,mcxindia.com,534091,MCX,Miscellaneous,Miscellaneous,Multi Commodity Exchange of India is engaged in the business of Facilitating Trading of Commodity Derivatives.
524748,Link Pharma Chem Ltd,linkpharmachem.co.in,524748,,Chemicals,Chemicals,"Link Pharma Chem is engaged in the manufacturing and selling of organic intermediates which are used in pharmaceuticals, agro and speciality chemical industries."
504918,Sandur Manganese & Iron Ores Ltd,sandurgroup.com,504918,,Mining / Minerals / Metals,Mining & Mineral products,Sandur Manganese & Iron Ores is engaged in mining of Manganese and iron ore.
523367,DCM Shriram Ltd,dcmshriram.com,523367,DCMSHRIRAM,Diversified - Mega,Diversified,"DCM Shriram is engaged in the business of Manufacture of Chemicals and Fertilisers,Trade of Agri-inputs,Manufacture of Cement ,Sugar ,Seed Processing Activities, Research Activities,UPVC Window Systems and Co-generation of Power."
540715,Sagar Diamonds Ltd,sagardiamonds.com,540715,,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery","Diamond, Gems and Jewellery >> Diamond Cutting / Jewellery"
532424,Godrej Consumer Products Ltd,godrejcp.com,532424,GODREJCP,Personal Care - Indian,FMCG,"Godrej Consumer Products is engaged in the business of manufacturing of personal, household and hair care products."
532683,AIA Engineering Ltd,aiaengineering.com,532683,AIAENG,Castings & Forgings,"Castings, Forgings & Fastners","AIA Engineering is engaged in one of the worlds leading manufacturers of value-added, impact abrasion, and corrosion resistant High Chrome Mill Internals (HCMI).(Source : 201903 Annual Report Page No: 04)"
NSE - SM : ZODIAC,Zodiac Energy Ltd,zodiacenergy.com,NSE - SM : ZODIAC,,Engineering - Turnkey Services,Infrastructure Developers & Operators,Zodiac Energy is engaged in the business of installation of Power Generation Plant/Items.(Source : 201803 Annual Report Page No:43)
524828,BDH Industries Ltd,bdhind.com,524828,,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,BDH Industries is engaged in manufacturing of therapeutic formulations covering wide range of pharmaceuticals.
539098,Filtra Consultants & Engineers Ltd,filtra.in,539098,,Engineering,Capital Goods-Non Electrical Equipment,"Filtra Consultants & Engineers is engaged in in Trading and Manufacturing Activity of Water Treatment system Business such as Membrane, Multi port Valve, Cartridge, Vessels, Tank, Pump, Ph Meter, Orp Meter, Etc.,(Source : 201903 Annual Report Page No: 84)"
500171,GHCL Ltd,ghclindia.com,500171,GHCL,Chemicals,Chemicals,"GHCL is engaged in primarily two segments consisting of Inorganic Chemicals (mainly manufacture and sale of Soda Ash) and Home Textile division (comprising of yarn manufacturing, weaving, processing and cutting and sewing of home textiles products)."
NSE - SM : KAPSTON,Kapston Facilities Management Ltd,Company website,NSE - SM : KAPSTON,,Miscellaneous,Miscellaneous,Miscellaneous >> Miscellaneous
539523,Alkem Laboratories Ltd,alkemlabs.com,539523,ALKEM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,"Alkem Laboratories is engaged in the Business of development, manufacture and sale of pharmaceutical and nutraceutical products."
533179,Persistent Systems Ltd,persistent.com,533179,PERSISTENT,Computers - Software - Medium / Small,IT - Software,"Persistent Systems is a global company specializing in software products, services and technology innovation. The Company offers complete product life cycle services."
500319,Indian Sucrose Ltd,muksug.com,500319,,Sugar,Sugar,"Indian Sucrose Limited is an India-based company, which engages in the manufacturing and refining of sugar."
company_id,name,link,bse,nse,industry,sector,about
500235,Kalyani Steels Ltd,kalyanisteels.com,500235,KSL,Steel - Medium / Small,Steel,Kalyani Steels is primarily engaged in the business of manufacture and sale of Iron and Steel Products.(Source : 201903 Annual Report Page No: 54)
company_id,name,link,bse,nse,industry,sector,about
500235,Kalyani Steels Ltd,kalyanisteels.com,500235,KSL,Steel - Medium / Small,Steel,Kalyani Steels is primarily engaged in the business of manufacture and sale of Iron and Steel Products.(Source : 201903 Annual Report Page No: 54)
company_id,name,link,bse,nse,industry,sector,about
539032,Fraser and Company Ltd,fraserindia.com,539032,,Trading,Trading,Fraser and Company Limited engages in the working and trading of diamonds in India.
542013,Dolfin Rubbers Ltd,dolfin.co.in,542013,,Tyres,Tyres,Tyres >> Tyres
500530,Bosch Ltd,bosch.in,500530,BOSCHLTD,Auto Ancillaries,Auto Ancillaries,"Bosch is engaged in the Company has presence across automotive technology, industrial technology, consumer goods and energy and building technology.(Source : 201903 Annual Report Page No: 93)"
538666,Sharda Cropchem Ltd,shardacropchem.com/,538666,SHARDACROP,Pesticides / Agrochemicals - Indian,Agro Chemicals,"Sharda Cropchem is principally engaged in export of agrochemicals (technical grade and formulations) and non-agro products such as conveyor belts, rubber belts/sheets, dyes and dye intermediates to various countries across the world."
532356,Triveni Engineering and Industries Ltd,trivenigroup.com,532356,TRIVENI,Sugar,Sugar,Triveni Engineering and Industries Limited is engaged in the manufacturing of sugar.
NSE - SM : SILGO,Silgo Retail Ltd,Company website,NSE - SM : SILGO,,Diamond Cutting / Jewellery,"Diamond, Gems and Jewellery",Silgo Retail is engaged in business of manufacturing & trading of Silver Jewellery and related business.
500186,Hindustan Oil Exploration Company Ltd,hoec.com,500186,HINDOILEXP,Oil Drilling / Allied Services,Crude Oil & Natural Gas,"Hindustan Oil Exploration Company is engaged in the exploration, development and production of crude oil and natural gas in India, both onshore and offshore.(Source : 201903 Annual Report Page No: 80)"
539597,Jindal Stainless (Hisar) Ltd,jshlstainless.com,539597,JSLHISAR,Steel - Large,Steel,"Jindal Stainless (Hisar) is engaged in a leading manufacturer /producer of stainless steel flat products in austenitic, ferritic, martensitic and duplex grades.(Source : 201903 Annual Report Page No: 93)"
532497,Radico Khaitan Ltd,radicokhaitan.com,532497,RADICO,Breweries & Distilleries,Alcoholic Beverages,"Radico Khaitan is engaged in the manufacturing and trading of Alcoholic products such as Indian Made Foreign Liquor (IMFL), Alcohol, Country Liquor etc."
523828,Menon Bearings Ltd,menonbearings.in,523828,NSE - BE : MENONBE,Bearings,Auto Ancillaries,"Menon Bearings is engaged in the business of Bearings, Bushes and Thrust Washers and Aluminium Die Casting Components."
534600,JTL Infra Ltd,jaganinternational.com,534600,,Steel - Medium / Small,Steel,"JTL Infra Limited manufactures and sells electric resistance welding (ERW) black and galvanized steel pipes, development of infrastructural activities and all other activities."
500405,Supreme Petrochem Ltd,supremepetrochem.com,500405,SUPPETRO,Petrochemicals,Petrochemicals,"Supreme Petrochem is mainly engaged in the business of Styrenics and manufactures Polystyrene (PS), Expandable Polystyrene (EPS), Masterbatches and Compounds of Styrenics and other Polymers, Extruded Polystyrene Insulation Board (XPS) Styrene Methyl Methacrylate (SMMA) with manufacturing facilities at Amdoshi Dist Raigad, Maharashtra and Manali New Town, Chennai, Tamil Nadu."
519600,CCL Products (India) Ltd,cclproducts.com,519600,CCL,Tea,Plantation & Plantation Products,CCL Products (India) is engaged in the Business of Manufacturing of Instant Coffee.
543194,Nirmitee Robotics India Ltd,Company website,543194,,Engineering,Engineering,Engineering >> Engineering
517477,Elnet Technologies Ltd,elnettechnologies.com,517477,,Construction,Realty,Elnet Technologies is engaged in developing and maintaining an integrated software technology park and Business Process Outsourcing Industries.(Source : 201903 Annual Report Page No: 52)
501430,Bombay Cycle & Motor Agency Ltd,bcma.in,501430,,Trading,Trading,Bombay Cycle & Motor Agency is engaged in main object undertake business of sales and servicing of motor cars and at present its Automobile division situated at Churchgate is operational for serving of motor cars.(Source : 201903 Annual Report Page No: 62)
532707,Dynemic Products Ltd,dynemic.com,532707,DYNPRO,Dyes And Pigments,Chemicals,"Dynemic Products is engaged in one of the largest global manufacturer & exporter of food colours in the world, offering wide range of Food Colours, Lake Colours, Blended Colours,US-FDA certified FD&C Colours & Dye Intermediates from India."
542759,Spandana Sphoorty Financial Ltd,spandanaindia.com,542759,SPANDANA,Finance & Investments,Finance,Spandana Sphoorty Financial is primarily engaged in the business of micro finance providing small value unsecured loans to low-income customers in semi-urban and rural areas.
522249,Mayur Uniquoters Ltd,mayuruniquoters.com,522249,MAYURUNIQ,Plastics Products,Plastic products,"Mayur Uniquoters is primarily engaged in the business of manufacturing of Coated Textile Fabrics, artificial leather and PVC Vinyl which are widely used in different segments such as Footwear, Furnishings, Automotive OEM, Automotive replacement market, and Automotive Exports."
506197,Bliss GVS Pharma Ltd,blissgvs.com,506197,BLISSGVS,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,"Bliss GVS Pharma is engaged in manufacturing, marketing, trading and export of pharmaceutical products."
531162,Emami Ltd,emamiltd.in,531162,EMAMILTD,Personal Care - Indian,FMCG,"Emami is engaged in manufacturing & marketing of personal care & healthcare products with an enviable portfolio of household brand names such as BoroPlus, Navratna, Fair and Handsome, Zandu Balm, Kesh King, Zandu Pancharishta, Mentho Plus Balm and others.(Source : 201903 Annual Report Page No: 193)"
506642,Sadhana Nitro Chem Ltd,sncl.com,506642,,Dyes And Pigments,Chemicals,"Sadhana Nitro Chem Limited is a holding company. The Company is engaged in the manufacturing of chemical intermediates, heavy organic chemicals and performance chemicals."
501455,Greaves Cotton Ltd,greavescotton.com,501455,GREAVESCOT,Engines,Capital Goods-Non Electrical Equipment,"Greaves Cotton is engaged in manufacturing of engines, engine applications and trading of power tillers, spares related to engines, electric vehicles and infrastructure equipment etc. The Company has manufacturing facilities in the states of Maharashtra and Tamil Nadu.(Source : 201903 Annual Report Page No: 92)"
500575,Voltas Ltd,voltas.com,500575,VOLTAS,Diversified - Mega,Diversified,"Voltas is engaged in the business of air conditioning, refrigeration, electro - mechanical projects as an EPC contractor both in domestic and international geographies (Middle East and Singapore) and engineering product services for mining, water management and treatment, construction equipments and textile industry."
506405,Dharamsi Morarji Chemicals Co Ltd,dmcc.com,506405,,Chemicals,Chemicals,Dharamsi Morarji Chemicals Company is engaged in the business of manufacturing and selling of Commodity Chemicals and Speciality Chemicals.
500165,Kansai Nerolac Paints Ltd,nerolac.com,500165,KANSAINER,Paints / Varnishes,Paints/Varnish,Kansai Nerolac Paints is principally engaged in the manufacturing of Paints.(Source : 202003 Annual Report Page No: 185)
509438,Benares Hotels Ltd,benareshotelslimited.com,509438,,Hotels,Hotels & Restaurants,"Benares Hotels is engaged in Company operates its hotels, viz. Taj Ganges and Taj Nadesar Palace in Varanasi and The Gateway Hotel Balaghat Road, Gondia in Maharashtra.(Source : 201903 Annual Report Page No: 66)"
505729,Singer India Ltd,singerindia.net,505729,,Engineering,Engineering,"Singer India is engaged in the business of trading / manufacturing of sewing machines, related accessories and in trading of domestic appliances."
540673,Security & Intelligence Services India Ltd,sisindia.com,540673,SIS,Miscellaneous,Miscellaneous,"Security & Intelligence Serv.(India) is engaged in the Business of rendering security and related services consisting of manned guarding, training, and indirectly engaged in paramedic and emergency response services."
532400,Birlasoft Ltd,birlasoft.com,532400,BSOFT,Computers - Software - Medium / Small,IT - Software,"Birlasoft is engaged in the Computer programming, consultancy and related activities."
505358,Integra Engineering India Ltd,integraengineering.in,505358,,Textile Machinery,Textiles,Integra Engineering India is engaged in manufacturing of machineries and components.
504067,Zensar Technologies Ltd,zensar.com,504067,ZENSARTECH,Computers - Software - Medium / Small,IT - Software,"Zensar Technologies Limited (the Company) is engaged in providing a complete range of IT Services and Solutions. The Companys industry expertise spans across Manufacturing, Retail, Media, Banking, Insurance, Healthcare and Utilities."
500220,Jasch Industries Ltd,jaschindustries.com,500220,,Plastics Products,Plastic products,Jasch Industries is a leading manufacturer of Coated Textile / Synthetic Leather and Electronic Thickness Gauge.
539302,Power Mech Projects Ltd,powermechprojects.in,539302,POWERMECH,Engineering - Turnkey Services,Capital Goods-Non Electrical Equipment,"Power Mech Projects Limited operates as an engineering and construction company, which provides erection, testing and commissioning (ETC), civil and operation and maintenance services for power projects."
539400,Mallcom (India) Ltd,mallcom.in,539400,,Textiles - Products,Textiles,Mallcom (India) is engaged in the business of established manufacturers exporter of personal Protective Equipments.
540575,Star Cement Ltd,starcement.co.in,540575,STARCEMENT,Cement - North India,Cement,Star Cement is engaged in the manufacturing and selling of Cement Clinker & Cement.
526905,Padmanabh Industries Ltd,padmanabhindustries.com,526905,,Chemicals,Chemicals,"Padmanabh Industries Ltd is an India-based company. The Company is focused on producing, manufacturing, refining, manipulating of dyes and chemicals (synthetic or no synthetic), coal-tar, dyes, dyes intermediates and dyes."
526731,Bright Brothers Ltd,brightbrothers.co.in,526731,,Plastics Products,Plastic products,Bright Brothers is engaged in the business of manufacturing injection moulded plastics products for supplies to Original Equipment Manufacturers for Consumer Durable Industry and market its own products under Brite brand for material handling crates.(Source : 201903 Annual Report Page No: 70)
590031,DE Nora India Ltd,denora.com,590031,DENORA,Engineering,Capital Goods-Non Electrical Equipment,DE Nora India is also its principal place of business and is involved in the business of manufacturing and servicing of Electrolytic products.
539042,AGI Infra Ltd,agiinfra.com,539042,,Construction,Infrastructure Developers & Operators,AGI Infra is principally engaged in the business of Real Estate and Construction Services.
NSE - SM : VERA,Vera Synthetic Ltd,Company website,NSE - SM : VERA,,Textiles - Manmade,Textiles,Vera Synthetic is engaged in Business of Polypropylene Filament yarn.
518029,Gujarat Sidhee Cement Ltd,gujaratsidheecementlimited.com; www.mehtagroup.com,518029,GSCLCEMENT,Cement - North India,Cement,Gujarat Sidhee Cement is engaged in the business of manufacturing and selling of Cement and Clinker.(Source : 201903 Annual Report Page No: 61)
500777,Tamil Nadu Petro Products Ltd,tnpetro.com,500777,TNPETRO,Detergents / Intermediates,FMCG,"Tamil Nadu Petroproducts is primarily engaged in the manufacturing and sale of petrochemical products viz., Linear Alkyl Benzene (LAB), Caustic Soda, Chlorine and its derivatives at its facilities situated at Manali, Chennai."
500227,Jindal Poly Films Ltd,jindalgroup.com,500227,JINDALPOLY,Packaging,Packaging,"Jindal Poly Films Ltd is a producer of polyester and biaxially oriented polypropylene (BOPP) films (plain, metalized and coated), which are mainly used in the flexible packaging industry."
542651,KPIT Technologies Ltd,kpit.com,542651,KPITTECH,Computers - Software - Medium / Small,IT - Software,KPIT Techs is engaged in provides Technology solutions in embedded software for the Automobile and Mobility Industry.(Source : 201903 Annual Report Page No: 117)
530999,Balaji Amines Ltd,balajiamines.com,530999,BALAMINES,Chemicals,Chemicals,"Balaji Amines is engaged in the business of manufacture and sale of Speciality Chemicals, Aliphatic Amines and derivatives."
590082,Lohia Securities Ltd,lohiasecurities.com,590082,,Finance & Investments,Finance,Lohia Securities Limited is engaged in providing securities brokerage services.
519126,Hindustan Foods Ltd,hindustanfoodslimited.com,519126,HNDFDS,Food - Processing - Indian,FMCG,"Hindustan Foods Limited is an India-based company, which is engaged in the manufacture of milk and cereal-based baby food, extruded snacks, instant porridge and extruded cereal products."
540692,Apex Frozen Foods Ltd,apexfrozenfoods.in,540692,APEX,Aquaculture,Miscellaneous,Apex Frozen Foods is engaged integrated producer and exporter of shelf stable quality aquaculture products.
533101,Suryaamba Spinning Mills Ltd,suryaamba.com,533101,,Textiles - Spinning - Synthetic / Blended,Textiles,Suryaamba Spinning Mills is engaged in the Business of Preparation and Spinning of Synthetic Yarn.
NSE : INFOBEAN,InfoBeans Technologies Ltd,Company website,NSE : INFOBEAN,,Computers - Software - Medium / Small,IT - Software,"InfoBeans Technologies is primarily engaged in software development services, specializing in business application development for web and mobile and operates.(Source : 201903 Annual Report Page No: 70)"
540401,Maximus International Ltd,maximusinternational.in,540401,,Trading,Trading,"Maximus International is engaged in the business of importing and exporting lubricant oils, different types of base oils and other chemical products used mainly in the Automobile Industry, Power Industry and Metal manufacturing among others. The Company acts as a Merchant Exporter and Sourcing Company with a niche focus on lubricants & base oils and also started trading in plastic additives used for master batch and certain agro related products. Its Subsidiary Company namely Maximus Global FZE-Sharjah-UAE engaged in the similar activity."
532173,Cybertech Systems & Software Ltd,cybertech.com,532173,CYBERTECH,Computers - Software - Medium / Small,IT - Software,ABOUT
523160,Morganite Crucible (India) Ltd,morganmms.com,523160,,Refractories / Intermediates,Refractories,Morganite Crucible (India) is primarily engaged in the manufacture and selling of silicon carbide and clay graphite crucibles and its accessories.
540900,Newgen Software Technologies Ltd,newgensoft.com,540900,NEWGEN,Computers - Software - Medium / Small,IT - Software,Newgen Software Technologies is a global software Company and is engaged in the business of software product development including designing and delivering end-to-end software solutions covering the entire spectrum of software services from workflow automation to Document management to imaging.
526073,Galaxy Bearings Ltd,galaxybearings.com,526073,,Bearings,Auto Ancillaries,Galaxy Bearings is engaged in the business of Ball and Roller Bearing.
